,EventId,ori_EventId,EventTemplate
1136,392,83c8bebe,"kernel: pan_ips: error -- cmd login netaddr connection create done, <*> (pan_sock: network unreachable), err_loc=<*> rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips_cmd.c:<*> target_address=#<*>#:<*>"
1137,324,ba8afbc9,slot<*>:<*> <*> Osa: Leaf <*> is reporting fiber latch fault condition on port <*>
1138,325,e735223e,slot<*>:<*> <*> Osa: Leaf <*> is reporting fiber latch overcurrent condition on port <*> of the (Invalid Ptr)
1139,439,86aceb71,pbs_mom: execvp: Permission denied
1140,916,40a59327,sudo: #<*># : TTY=pts/<*> ; PWD=/home/#<*># ; USER=root ; <*> <*> <*> <*> <*> <*> <*>
1141,715,04d24ffe,umount: <*> <*> <*> <*> busy
1142,940,21b9483b,"ntpd[<*>]: Unable to listen for broadcasts, no broadcast interfaces available"
1143,696,de17d225,"ntpd[<*>]: bind() fd <*>, family <*>, port <*>, addr <*> <*> flags=<*> fails: Address already in use"
1144,555,31cb0fcf,ntpd[<*>]: sendto(<*>): Bad file descriptor
1145,1103,9d76d52d,"kernel: obj_id: I-xD<*>da<*>df<*>-xGf<*>edfff<*>-xU<*>a<*>a<*>e, mgr_id: <*>(FM), cb_id: <*>, cb_type: <*>, desired_cb_type: <*>, offset:<*>, length:<*>, flags:<*>, args_flags: <*>, rhel_<*>_amd<*>/release/build/panfs/fs/client/pan_fs_client_fm.c:<*>"
1146,1037,09c99c17,"kernel: panfs exception: at <*> <*> (ptp: Node not yet ready to respond), rollback: <*>"
1147,1122,fb1267f8,"kernel: panfs exception: at l_file.c:<*>, <*> (ptp: Node not yet ready to respond), unknown error:(<*>), rollback: <*>"
1148,580,918f8642,"kernel: pan_ips: error -- cmd <*> <*> (pan_sock: timeout), err_loc=<*>, rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips_cmd.c:<*>"
1149,651,9fd74734,kernel: fs_client_release: last call to write_page on object <*> failed with <*> (fs client: Interrupted system call); data #<*># be dropped (line <*>)
1150,649,8a160fa1,kernel: fs_client_writepage: llapi_io_sync failed (<*> (fs client: Interrupted system call)); data #<*># be dropped
1151,1096,4bc010a6,kernel: pan_ips: error -- cmd_destroy: destroying aborted (rc=<*> (pan_sock: timeout)) command <*> (<*>:<*>:<*>)
1152,1099,b90fc955,kernel: pan_ips: error -- cmd_destroy: invoking callback on aborted (rc=<*> (pan_sock: timeout)) command <*>
1153,928,e0f47a14,kernel: pan_sam: <*> unable to report I/O error(s) to SM <*>(SM): <*> (SM: object cache entry is locked for a long period)
1154,1080,b048614e,sendmail[<*>]: <*> <*> sender notify: Warning: could not send message for past <*> hours
1155,1081,7d8c5862,"sendmail[<*>]: <*> to=root, delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]"
1156,1083,b5b0ae73,<*> foo
1157,948,3267e2fc,mount: mount: fs type panfs not supported by kernel
1158,937,7d9eee96,sendmail[<*>]: <*> Losing <*> savemail panic
1159,1088,211a6267,<*> <*> node <*> <*>-<*>b<*>
1160,1115,15d8c97f,"Kernel command line: ro root=LABEL=/ tsc nousb console=ttyS<*>,<*> rhgb quiet"
1161,1120,40014f29,Setting APIC routing to flat
1162,1089,50338e21,Warning: <*> returned <*>!
1163,1105,521066c3,checking if image is initramfs... it is
1164,488,05f02c3c,"smartd[<*>]: Device: /dev/sda, SMART Failure: HARDWARE IMPENDING FAILURE DATA ERROR RATE TOO HIGH"
1165,1090,78c20203,smartd[<*>]: Sending warning via mail to #<*>#@localhost.localdomain ...
1166,1091,8dbd0caa,smartd[<*>]: Warning via mail to #<*>#@localhost.localdomain: successful
1167,1092,37bad095,"kernel: panfs exception: at l_supe.c:<*>, <*> (rmm: Rejecting mount request from client with badly unsynced clock.), unknown error:(<*>), rollback: <*>"
1168,1070,117a521b,kernel: panfs mount: error: problem contacting up realm <*> (rmm: Rejecting mount request from client with badly unsynced clock.)
1169,1038,7edd8823,cli.x[<*>]: [INFO]: Operation failed: show arp <*>
1170,1068,d6cf1f26,cli.x[<*>]: [INFO]: Operation failed: show ib dm <*>
1171,1102,a51759b3,cli.x[<*>]: [INFO]: Operation failed: show ib dm ioc all services
1172,783,bb770140,slot<*>:<*> <*> Osa: MAX<*>: getPortValue failed port=<*> location=<*> ra=<*>
1173,1043,b06932c8,sendmail[<*>]: NOQUEUE: SYSERR(root): can not chdir(/var/spool/clientmqueue/): Permission denied
1174,1001,bb9896b9,"ib_sm.x[<*>]: [INFO]: Failed to add pgid <*> to mgid ff<*>bffff<*>ffffffff, status <*>"
1175,1069,3de07197,sshd[<*>]: Kerberos authentication as user #<*># accepted for #<*>#@#<*>#.
1176,1018,ddc27de8,kernel: Additional sense: Mechanical positioning error
1177,1022,a0092119,"kernel: Info fld=<*>, Current sda: sense key Hardware Error"
1178,949,5e865ca6,kernel: command = Test Unit Ready <*> <*> <*> <*> <*>
1179,833,8f3b557b,kernel: mptscsih: ioc<*>: <*> <*> <*> (sc=<*>bddee<*>)
1180,929,70052d11,"kernel: scsi<*> : destination target <*>, lun <*>"
1181,1048,cc345e7a,kernel: command = Write (<*>) <*> <*> d<*> db <*>f <*> <*> <*> <*>
1182,1049,7598d1f2,kernel: mptbase: ioc<*>: IOCStatus(<*>): SCSI Task Terminated
1183,1116,e7673875,"kernel: EXT<*>-fs error (device sda<*>): read_inode_bitmap: Cannot read inode bitmap - block_group = <*>, inode_bitmap = <*>"
1184,1052,b03085cd,kernel: Lustre: <*> OSC_#<*>#_ostca<*>sde_MNT_client: connection <*> to #<*>#@NID_ca<*>_UUID
1185,1112,886414f5,"kernel: LustreError: <*>:<*>:(ldlm_request.c:<*>:ldlm_expired_completion_wait()) ### lock timed out (enqueued <*>s ago), entering recovery for #<*>#@NID_ca<*>_UUID ns: OSC_#<*>#_ostca<*>sde_MNT_client lock: <*>c<*>f<*>/<*> lrc: <*>/<*>,<*> mode: --/PW res: <*>/<*> rrc: <*> type: EXT [<*>-><*>] (req <*>-><*>) flags: <*> remote: <*> expref: -<*> pid: <*>"
1186,1114,00b8df87,kernel: LustreError: Connection to service ostca<*>sde via nid <*> was lost; in progress operations using this service #<*># wait for recovery to complete.
1187,1118,ed01e84c,kernel: Lustre: Connection restored to service ostca<*>sde using nid <*>.
1188,899,acc5a12c,instsvcdrv: <*> device driver built for kernel <*>.<*>.<*>-<*>smp
1189,971,1726c047,rpc.statd[<*>]: statd running as root. chown /var/lib/nfs/statd/sm to choose different user
1190,511,d7ad610f,instsvcdrv: dcdbas device driver build failed for kernel <*>.<*>.<*>-<*>smp. DKS failed to find kernel source at /lib/modules/<*>.<*>.<*>-<*>smp/build. DKS requires kernel source to build device drivers.
1191,404,f5601d5e,modprobe: FATAL: Could not load /lib/modules/<*>.<*>.<*>-<*>smp/modules.dep: No such file or directory
1192,1107,1a37a6b4,instsvcdrv: dcdbas device driver build failed for kernel <*>.<*>.<*>-<*>smp. Check /var/log/dcdbas.dks.log for build error.
1193,604,b492fd98,omsad<*>: is enough space.
1194,638,6787d9ed,crond[<*>]: (CRON) STAT FAILED (/etc/cron.d)
1195,384,ca6feedb,kernel: MOSAL(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_mlock.c[<*>]: unlock_it: unknown error (-<*>)
1196,55,f05086d2,kernel: VIPKL(<*>): [create_mr] MM_bld_hh_mr failed (-<*>:VAPI_EAGAIN)
1197,56,eb09397e,kernel: VIPKL(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/vip/obj_host_amd<*>_custom<*>_rhel<*>/mod_vip/mmu.c[<*>]: make_iobuf: MOSAL_iobuf_register failed: va=<*>size=<*>
1198,1097,1b99a28a,sudo: #<*># : TTY=pts/<*> ; PWD=/home/#<*>#/tbird_lustre ; USER=root ; COMMAND=/bin/chown #<*>#:#<*># ca.tbird config_ca_tb.xml echo_tb_<*>.xml echo_tb_<*>.xml ENV iozcontrol iozone.read.sh iozone.read.single.sh iozone.write.sh iozone.write.single.sh iperf.server iperf.tbird nodes obdtest.quick.sh obdtest.sh screenlog.<*>-<*>-<*>-<*> test.xml
1199,1100,8b8487fc,"kernel: pan_rpc: pan_ptp_node_id_wire_a_get_size_otw_internal: size <*> > max <*>, {no_stack_traceback_support}<<*>>UDP: short packet: From <*>:<*> <*>/<*> to #<*>#:<*>"
1200,371,7a782dd5,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/tptm.c[<*>]: reserve_mtt_segs: Cannot reserve <*> MTT segments (<*> dynamic MTT segments left)
1201,1101,5325d169,kernel: audit(<*>.<*>:<*>): avc: d<<*>>audit(<*>.<*>:<*>): avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
1202,655,34a0dd97,"kernel: Bootdata ok (command line is initrd=/x<*>_<*>/initrd-<*>.<*>.<*>-<*>smp-onesis.img console=tty<*> console=ttyS<*>,<*> quiet BOOT_IMAGE=/x<*>_<*>/vmlinuz-<*>.<*>.<*>-<*>smp )"
1203,657,33c8f284,"kernel: Kernel command line: initrd=/x<*>_<*>/initrd-<*>.<*>.<*>-<*>smp-onesis.img console=tty<*> console=ttyS<*>,<*> quiet BOOT_IMAGE=/x<*>_<*>/vmlinuz-<*>.<*>.<*>-<*>smp"
1204,1104,1b06fb6e,chassis_mgr.x[<*>]: [INFO]: power-supply <*> is down
1205,1206,36513d74,kernel: Modules linked in: md<*> ipv<*> dcdipm(U) dcdbas(U) i<*>c_dev i<*>c_core panfs(U) nfs lockd sunrpc dm_mod button battery ac uhci_hcd ehci_hcd ts_udapl(U) ts_ib_useraccess_cm(U) ts_sdp(U) ts_ib_cm(U) ts_ip<*>pr(U) ts_ib_useraccess(U) ts_ipoib(U) ts_ib_sa_client(U) ts_ib_client_query(U) ts_ib_tavor(U) mod_rhh(U) mod_thh(U) mod_vip(U) mlxsys(U) ts_ib_mad(U) ts_ib_core(U) ts_ib_packet_lib(U) ts_kernel_poll(U) ts_kernel_services(U) e<*> sg ext<*> jbd megaraid_mbox megaraid_mm sd_mod scsi_mod
